This file was created by using the 202604 CRSP database.
It contains value-weighted returns for the intersections of  2 ME portfolios
and  3 BE/ME portfolios. 

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME at the end of December of the prior year.

Missing data are indicated by -99.99 or -999.

The break points use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.

The  portfolios  use Compustat firms plus the firms hand-collected from the
Moodys Industrial, Transportation, Utilities, and Financials Manuals.


  Average Value Weighted Returns -- Daily
,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
19400412,      6.98,      5.19,      3.01,    120.02,     98.15,     40.46
19400413,      6.95,      5.16,      2.97,    119.39,     97.39,     39.97
19400415,      7.01,      5.17,      2.97,    119.80,     97.34,     39.96
19400416,      7.13,      5.23,      3.00,    119.78,     97.33,     40.30
19400417,      6.98,      5.13,      2.93,    118.44,     96.17,     39.62
19400418,      7.02,      5.17,      2.96,    118.61,     96.59,     39.53
19400419,      6.94,      5.11,      2.94,    117.69,     95.88,     39.28
19400420,      6.97,      5.10,      2.92,    117.42,     95.82,     39.37
19400422,      7.12,      5.17,      2.97,    117.74,     96.67,     39.80
19400423,      7.14,      5.18,      2.99,    118.19,     96.77,     39.85
19400424,      7.21,      5.23,      3.02,    118.81,     97.27,     40.07
19400425,      7.17,      5.22,      3.00,    118.28,     96.94,     40.00
19400426,      7.16,      5.25,      3.00,    118.33,     97.07,     39.97
19400427,      7.06,      5.16,      2.96,    117.65,     96.40,     39.57
19400429,      7.12,      5.18,      2.96,    117.75,     96.56,     39.58
19400430,      7.17,      5.19,      2.98,    118.06,     96.65,     39.83
19400501,      7.13,      5.16,      2.97,    118.31,     96.71,     39.64
19400502,      7.01,      5.10,      2.90,    116.93,     96.01,     38.99
19400503,      7.08,      5.14,      2.93,    117.35,     96.56,     39.23
19400504,      7.11,      5.16,      2.92,    117.41,     96.73,     39.26
19400506,      7.08,      5.13,      2.92,    117.14,     96.64,     39.30
19400507,      7.07,      5.12,      2.90,    117.05,     96.46,     39.25
19400508,      7.07,      5.12,      2.90,    117.21,     96.49,     39.32
19400509,      7.03,      5.13,      2.90,    117.33,     96.54,     39.34
19400510,      7.08,      5.15,      2.92,    117.42,     96.65,     39.73
19400511,      6.77,      4.95,      2.80,    114.35,     94.63,     38.05
19400513,      6.83,      4.98,      2.81,    114.27,     94.94,     38.42
19400514,      6.02,      4.49,      2.52,    108.22,     90.22,     34.83
19400515,      5.44,      4.03,      2.24,    100.00,     83.77,     32.56
19400516,      5.48,      3.98,      2.14,    100.79,     83.74,     32.48
19400517,      5.81,      4.17,      2.26,    102.14,     84.94,     33.19
19400518,      5.40,      3.91,      2.13,     97.21,     81.70,     31.32
19400520,      5.33,      3.81,      2.04,     95.73,     79.97,     30.23
19400521,      5.43,      3.90,      2.11,     96.19,     80.20,     30.66
19400522,      4.75,      3.40,      1.85,     89.61,     75.07,     27.87
19400523,      4.86,      3.49,      1.88,     89.85,     74.83,     28.10
19400524,      4.81,      3.48,      1.90,     89.87,     75.15,     28.26
19400525,      4.84,      3.52,      1.92,     89.34,     75.14,     28.41
19400527,      5.01,      3.66,      1.97,     90.39,     75.82,     29.13
19400528,      5.17,      3.77,      2.04,     91.84,     77.04,     29.85
19400529,      4.95,      3.61,      1.93,     89.62,     75.33,     29.01
19400531,      5.06,      3.71,      2.01,     90.97,     75.76,     29.52
19400601,      5.19,      3.75,      2.00,     91.46,     76.09,     29.53
19400603,      5.17,      3.75,      2.00,     91.10,     75.94,     29.52
19400604,      5.09,      3.69,      1.99,     90.11,     75.29,     29.13
19400605,      5.16,      3.72,      2.01,     90.82,     76.13,     29.37
19400606,      5.04,      3.59,      1.96,     88.93,     75.41,     28.63
19400607,      5.11,      3.64,      1.98,     90.04,     76.03,     28.85
19400608,      5.16,      3.72,      2.02,     90.67,     76.91,     29.48
19400610,      5.14,      3.71,      2.01,     90.54,     76.87,     29.22
19400611,      4.90,      3.56,      1.95,     87.57,     74.99,     28.39
19400612,      5.22,      3.73,      2.02,     90.77,     77.93,     29.50
19400613,      5.48,      3.97,      2.18,     95.26,     81.36,     31.22
19400614,      5.33,      3.86,      2.12,     93.87,     79.97,     30.04
19400615,      5.48,      3.97,      2.16,     95.84,     80.86,     30.95
19400617,      5.51,      4.02,      2.19,     96.38,     81.79,     31.34
19400618,      5.45,      3.90,      2.12,     95.62,     81.42,     31.16
19400619,      5.50,      3.97,      2.17,     96.19,     81.51,     31.68
19400620,      5.52,      3.96,      2.17,     96.83,     81.37,     32.05
19400621,      5.46,      3.92,      2.17,     95.96,     80.92,     31.79
19400622,      5.44,      3.93,      2.17,     96.10,     80.71,     31.86
19400624,      5.44,      3.94,      2.18,     96.41,     81.20,     32.13
19400625,      5.47,      3.95,      2.18,     97.06,     81.93,     32.53
19400626,      5.28,      3.85,      2.13,     94.84,     79.90,     31.73
19400627,      5.20,      3.81,      2.08,     93.75,     79.93,     31.60
19400628,      5.28,      3.84,      2.12,     94.65,     80.61,     32.23
19400629,      5.37,      3.92,      2.17,     95.72,     81.66,     32.72
19400701,      4.53,      3.87,      2.26,    112.42,     60.32,     37.93
19400702,      4.53,      3.84,      2.25,    111.78,     59.91,     37.82
19400703,      4.53,      3.84,      2.25,    111.52,     59.90,     37.68
19400705,      4.56,      3.86,      2.25,    111.63,     60.08,     37.92
19400706,      4.60,      3.88,      2.27,    112.18,     60.39,     37.98
19400708,      4.59,      3.89,      2.27,    112.44,     60.42,     38.49
19400709,      4.57,      3.87,      2.26,    112.20,     60.45,     38.10
19400710,      4.53,      3.86,      2.26,    112.06,     60.21,     38.12
19400711,      4.54,      3.86,      2.26,    111.91,     60.44,     38.13
19400712,      4.56,      3.87,      2.27,    112.07,     60.37,     38.32
19400713,      4.55,      3.88,      2.25,    111.96,     60.35,     38.00
19400715,      4.55,      3.89,      2.26,    112.03,     60.36,     38.11
19400716,      4.58,      3.89,      2.27,    112.37,     60.55,     38.15
19400717,      4.66,      3.94,      2.30,    113.36,     61.34,     38.58
19400718,      4.66,      3.93,      2.29,    113.29,     61.05,     38.24
19400719,      4.65,      3.92,      2.29,    113.61,     61.00,     38.17
19400720,      4.63,      3.90,      2.28,    112.95,     60.41,     37.93
19400722,      4.62,      3.90,      2.27,    112.60,     60.45,     37.69
19400723,      4.59,      3.91,      2.27,    112.46,     60.49,     37.75
19400724,      4.57,      3.90,      2.26,    112.58,     60.50,     37.74
19400725,      4.54,      3.89,      2.25,    112.22,     60.16,     37.54
19400726,      4.54,      3.88,      2.25,    112.30,     60.19,     37.60
19400727,      4.54,      3.91,      2.26,    112.76,     60.43,     37.70
19400729,      4.57,      3.93,      2.26,    112.91,     60.60,     37.78
19400730,      4.58,      3.93,      2.26,    113.54,     60.91,     38.15
19400731,      4.71,      4.03,      2.32,    115.92,     62.23,     39.33
19400801,      4.73,      4.03,      2.33,    116.10,     62.04,     38.99
19400802,      4.73,      4.02,      2.32,    116.25,     61.77,     38.75
19400803,      4.73,      4.02,      2.32,    116.25,     61.69,     38.75
19400805,      4.74,      4.04,      2.32,    116.32,     61.74,     38.92
19400806,      4.72,      4.02,      2.31,    116.26,     61.60,     38.66
19400807,      4.65,      4.00,      2.30,    115.51,     61.07,     38.27
19400808,      4.64,      3.98,      2.29,    115.30,     60.96,     38.24
19400809,      4.64,      3.99,      2.28,    115.45,     60.91,     38.17
19400810,      4.67,      4.01,      2.32,    116.34,     61.20,     38.65
19400812,      4.67,      4.03,      2.33,    117.13,     61.53,     38.77
19400813,      4.65,      4.03,      2.32,    117.40,     61.65,     38.90
19400814,      4.53,      3.89,      2.25,    113.70,     59.75,     37.29
19400815,      4.52,      3.88,      2.23,    112.77,     59.63,     37.32
19400816,      4.56,      3.91,      2.25,    113.44,     59.93,     37.52
19400817,      4.48,      3.86,      2.22,    111.78,     59.13,     36.90
19400819,      4.52,      3.88,      2.24,    112.51,     59.58,     37.38
19400820,      4.51,      3.88,      2.23,    112.59,     59.48,     37.29
19400821,      4.55,      3.90,      2.24,    113.70,     59.88,     37.87
19400822,      4.62,      3.97,      2.26,    115.14,     60.74,     38.29
19400823,      4.65,      4.01,      2.29,    116.18,     61.11,     38.46
19400824,      4.62,      3.96,      2.26,    114.88,     60.49,     37.95
19400826,      4.63,      3.97,      2.27,    115.07,     60.61,     38.13
19400827,      4.62,      3.97,      2.27,    115.17,     60.71,     38.02
19400828,      4.61,      3.96,      2.27,    115.03,     60.57,     38.08
19400829,      4.68,      4.02,      2.31,    116.15,     61.47,     38.91
19400830,      4.67,      4.01,      2.30,    115.87,     61.24,     38.84
19400831,      4.76,      4.10,      2.35,    117.36,     62.36,     39.68
19400903,      4.81,      4.08,      2.39,    117.93,     62.69,     40.03
19400904,      4.83,      4.11,      2.42,    118.42,     62.77,     40.02
19400905,      4.95,      4.16,      2.46,    120.41,     63.65,     41.32
19400906,      5.12,      4.26,      2.55,    122.08,     64.78,     42.54
19400907,      5.09,      4.25,      2.53,    121.61,     64.54,     41.83
19400909,      5.08,      4.23,      2.54,    121.47,     64.39,     41.81
19400910,      4.90,      4.08,      2.44,    118.69,     62.89,     40.39
19400911,      4.94,      4.07,      2.43,    118.44,     62.94,     40.31
19400912,      4.90,      4.07,      2.42,    117.86,     62.52,     39.80
19400913,      4.84,      4.00,      2.38,    116.84,     61.58,     39.10
19400914,      4.83,      4.00,      2.38,    116.58,     61.57,     39.32
19400916,      4.87,      4.02,      2.40,    117.30,     61.77,     39.82
19400917,      4.91,      4.05,      2.42,    118.11,     62.06,     40.27
19400918,      4.94,      4.06,      2.43,    118.95,     62.68,     40.62
19400919,      4.98,      4.10,      2.46,    119.73,     63.14,     40.82
19400920,      4.97,      4.10,      2.46,    119.54,     63.08,     40.68
19400921,      4.98,      4.11,      2.45,    119.57,     63.08,     40.65
19400923,      5.03,      4.16,      2.49,    120.19,     63.49,     41.07
19400924,      5.14,      4.29,      2.57,    122.41,     64.74,     42.10
19400925,      5.16,      4.29,      2.56,    122.09,     64.48,     41.84
19400926,      5.14,      4.29,      2.56,    121.88,     64.53,     41.57
19400927,      5.10,      4.24,      2.54,    121.45,     64.12,     41.08
19400928,      5.00,      4.15,      2.47,    120.08,     62.79,     39.73
19400930,      5.05,      4.20,      2.50,    120.84,     63.06,     40.26
19401001,      5.03,      4.31,      2.53,    121.02,     63.18,     40.42
19401002,      5.13,      4.38,      2.58,    122.37,     63.94,     41.36
19401003,      5.15,      4.41,      2.62,    122.74,     64.22,     41.91
19401004,      5.17,      4.43,      2.63,    122.98,     64.13,     41.77
19401005,      5.12,      4.39,      2.59,    122.23,     63.67,     41.44
19401007,      5.15,      4.38,      2.60,    122.19,     63.79,     41.71
19401008,      5.11,      4.36,      2.60,    121.81,     63.39,     41.22
19401009,      5.02,      4.28,      2.54,    120.13,     62.56,     40.39
19401010,      4.98,      4.26,      2.52,    119.53,     62.15,     40.30
19401011,      4.98,      4.28,      2.52,    119.51,     61.97,     40.32
19401014,      5.01,      4.29,      2.54,    120.09,     62.36,     40.59
19401015,      5.03,      4.35,      2.53,    119.67,     62.15,     40.65
19401016,      5.02,      4.27,      2.53,    120.03,     62.72,     40.82
19401017,      5.10,      4.33,      2.56,    120.49,     63.23,     41.10
19401018,      5.08,      4.37,      2.57,    121.01,     63.65,     41.30
19401019,      5.09,      4.37,      2.59,    121.12,     63.43,     41.71
19401021,      5.09,      4.35,      2.59,    121.03,     63.32,     41.49
19401022,      5.05,      4.35,      2.59,    120.27,     63.13,     41.11
19401023,      5.07,      4.36,      2.60,    120.74,     63.46,     41.62
19401024,      5.14,      4.42,      2.63,    120.99,     64.29,     42.07
19401025,      5.09,      4.39,      2.61,    120.21,     64.02,     41.68
19401026,      5.07,      4.38,      2.62,    119.94,     64.18,     41.76
19401028,      5.11,      4.41,      2.64,    120.76,     64.89,     42.15
19401029,      5.07,      4.40,      2.62,    120.37,     64.85,     41.79
19401030,      5.09,      4.43,      2.62,    120.62,     64.99,     42.07
19401031,      5.13,      4.45,      2.63,    121.01,     65.77,     42.62
19401101,      5.24,      4.54,      2.69,    121.95,     67.02,     43.47
19401102,      5.28,      4.54,      2.70,    122.10,     66.89,     43.51
19401104,      5.26,      4.54,      2.70,    122.49,     67.14,     43.83
19401106,      5.28,      4.54,      2.70,    122.83,     67.31,     43.89
19401107,      5.16,      4.43,      2.61,    119.84,     65.10,     41.71
19401108,      5.50,      4.73,      2.83,    124.34,     68.75,     45.16
19401109,      5.47,      4.72,      2.82,    123.62,     68.22,     44.78
19401112,      5.64,      4.85,      2.89,    124.67,     69.64,     46.12
19401113,      5.57,      4.81,      2.88,    124.34,     69.12,     45.79
19401114,      5.56,      4.79,      2.87,    123.50,     68.84,     45.79
19401115,      5.61,      4.81,      2.89,    123.58,     69.17,     46.68
19401116,      5.52,      4.76,      2.85,    122.57,     68.38,     45.73
19401118,      5.46,      4.70,      2.82,    121.85,     67.74,     45.24
19401119,      5.46,      4.72,      2.81,    121.74,     67.84,     45.05
19401120,      5.45,      4.70,      2.81,    121.65,     67.77,     44.97
19401122,      5.34,      4.60,      2.73,    119.56,     66.44,     43.34
19401123,      5.38,      4.60,      2.76,    119.36,     66.71,     43.87
19401125,      5.35,      4.61,      2.76,    119.45,     66.54,     43.87
19401126,      5.34,      4.60,      2.76,    119.33,     66.65,     43.69
19401127,      5.32,      4.60,      2.75,    119.10,     66.40,     43.42
19401128,      5.21,      4.49,      2.66,    117.57,     65.19,     41.97
19401129,      5.20,      4.53,      2.68,    117.65,     65.12,     42.18
19401130,      5.20,      4.51,      2.66,    117.75,     65.02,     42.43
19401202,      5.26,      4.54,      2.67,    118.42,     65.37,     42.42
19401203,      5.24,      4.55,      2.67,    118.45,     65.37,     42.08
19401204,      5.21,      4.53,      2.64,    118.23,     65.14,     41.71
19401205,      5.22,      4.50,      2.63,    118.28,     65.20,     41.51
19401206,      5.18,      4.47,      2.61,    117.92,     64.74,     41.46
